id,text,label,cleaned_text,stemmed_text
265,الجودة طيب والسعر ممتاز,positive,الجوده طيب والسعر ممتاز,جود طيب سعر متز
398,تجربة مااشي لن ااعود مرة ثاانية,negative,تجربه مااشي لن ااعود مره ثاانيه,جرب اشي لن اعد مره ثان
465,اسعار مبالغ فيها والخدمة ماشي,negative,اسعار مبالغ فيها والخدمه ماشي,سعر بلغ فيه خدم اشي
400,جودة سيء والسعر مرتفع,negative,جوده سيء والسعر مرتفع,جود سيء سعر رفع
33,الجودة خرافي والسعر ممتاز,positive,الجوده خرافي والسعر ممتاز,جود خرف سعر متز
369,جودة ماشي والسعر مرتفع,negative,جوده ماشي والسعر مرتفع,جود اشي سعر رفع
69,المنتج خايس غير الصور,negative,المنتج خايس غير الصور,نتج خيس غير صور
194,تاخير كبير والتعامل ماشي,negative,تاخير كبير والتعامل ماشي,اخر كبر عمل اشي
287,المكان نظيف وممتازة واسعاره مناسبة,positive,المكان نظيف وممتازه واسعاره مناسبه,كان نظف متز سعر نسب
329,اول مرة اجرب وطلع روعة جدا,positive,اول مره اجرب وطلع روعه جدا,اول مره جرب طلع روع جدا
295,للاسف التعامل زفت جدا,negative,للاسف التعامل زفت جدا,اسف عمل زفت جدا
413,جودة مو زين والسعر مرتفع,negative,جوده مو زين والسعر مرتفع,جود مو زين سعر رفع
309,ماا شااء االله االخدمة طيبة واالطااقم محترم جداا,positive,ماا شااء االله االخدمه طيبه واالطااقم محترم جداا,ماا شاء الل خدم طيب واالطااقم حرم جدا
314,بصراحة المكان طيبة ما توقعت كذا,positive,بصراحه المكان طيبه ما توقعت كذا,صرح كان طيب ما وقع كذا
55,المنتج خرب بسرعة جودة ردية,negative,المنتج خرب بسرعه جوده رديه,نتج خرب سرع جود رده
300,المنتج خرب بسرعة جودة مو زين,negative,المنتج خرب بسرعه جوده مو زين,نتج خرب سرع جود مو زين
24,الاكل جميلة والخدمة احسن,positive,الاكل جميله والخدمه احسن,اكل جمل خدم احس
351,بصراحة المكان ممتاز ما توقعت كذا,positive,بصراحه المكان ممتاز ما توقعت كذا,صرح كان متز ما وقع كذا
43,تجربة خايس لن اعود مرة ثانية,negative,تجربه خايس لن اعود مره ثانيه,جرب خيس لن اعد مره ثني
275,افضل مكان في المنطقة الخدمة طيب,positive,افضل مكان في المنطقه الخدمه طيب,فضل كان في طقه خدم طيب
403,خيبة امل كبيرة الخدمة تعبانة,negative,خيبه امل كبيره الخدمه تعبانه,خيب امل كبر خدم تعب
363,الاكل تعبان والخدمة اسوا,negative,الاكل تعبان والخدمه اسوا,اكل تعب خدم اسا
385,اسوا تجربة الخدمة تعبانة,negative,اسوا تجربه الخدمه تعبانه,اسا جرب خدم تعب
183,ما شاء الله الخدمة خرافية والطاقم محترم جدا,positive,ما شاء الله الخدمه خرافيه والطاقم محترم جدا,ما شاء الل خدم خرف طقم حرم جدا
491,المكان نظيف وطيب واسعاره مناسبة,positive,المكان نظيف وطيب واسعاره مناسبه,كان نظف وطب سعر نسب
191,توصيل فااشل وصل متااخر جداا,negative,توصيل فااشل وصل متااخر جداا,وصل اشل وصل ااخر جدا
462,المنتج خرب بسرعة جودة زفت,negative,المنتج خرب بسرعه جوده زفت,نتج خرب سرع جود زفت
402,المكان فاشلة والنظافة صفر,negative,المكان فاشله والنظافه صفر,كان فشل نظف صفر
26,تجربة سيئة لن اعود مرة ثانية,negative,تجربه سيئه لن اعود مره ثانيه,جرب سيئ لن اعد مره ثني
313,تعامل راقي جدااا والخدمة جميلة,positive,تعامل راقي جدا والخدمه جميله,عمل رقي جدا خدم جمل
347,لا انصح ابدا الخدمة سيئة,negative,لا انصح ابدا الخدمه سيئه,لا نصح ابد خدم سيئ
146,المنتج خرب بسرعة جودة فاشلة,negative,المنتج خرب بسرعه جوده فاشله,نتج خرب سرع جود فشل
238,انصحكم فيه المكان تمام بزاف,positive,انصحكم فيه المكان تمام بزاف,نصح فيه كان تمم بزف
470,الاكل تمام والخدمة احسن,positive,الاكل تمام والخدمه احسن,اكل تمم خدم احس
257,تعامل راقي جدااا والخدمة طيبة,positive,تعامل راقي جدا والخدمه طيبه,عمل رقي جدا خدم طيب
335,خدمة العملاء حلوة والتوصيل سريع,positive,خدمه العملاء حلوه والتوصيل سريع,خدم عملاء حله وصل سرع
163,للاسف التعامل ماشي جدا,negative,للاسف التعامل ماشي جدا,اسف عمل اشي جدا
180,المنتج تعبانة ما يستاهل فلوسه,negative,المنتج تعبانه ما يستاهل فلوسه,نتج تعب ما تهل فلس
189,المكان سيئة والاسعار غالية بزاف,negative,المكان سيئه والاسعار غاليه بزاف,كان سيئ سعر غلي بزف
63,زرت المكان امس والحمد لله كان طيبة,positive,زرت المكان امس والحمد لله كان طيبه,زرت كان امس حمد لله كان طيب
448,اول مرة اجرب وطلع طيب جدا,positive,اول مره اجرب وطلع طيب جدا,اول مره جرب طلع طيب جدا
72,الجودة جميلة والسعر ممتاز,positive,الجوده جميله والسعر ممتاز,جود جمل سعر متز
443,تعامل راقي وخدمة جميلة,positive,تعامل راقي وخدمه جميله,عمل رقي خدم جمل
99,للاسف التعامل مو زين جدا,negative,للاسف التعامل مو زين جدا,اسف عمل مو زين جدا
134,االمنتج خرب بسرعة جودة مو زين,negative,االمنتج خرب بسرعه جوده مو زين,نتج خرب سرع جود مو زين
237,ماا اانصح ااحد يروح االمكاان تعباان,negative,ماا اانصح ااحد يروح االمكاان تعباان,ماا نصح احد يرح الم تعب
7,الجودة جميلة والسعر ممتاز,positive,الجوده جميله والسعر ممتاز,جود جمل سعر متز
6,تعامل راقي جدااا والخدمة جميلة,positive,تعامل راقي جدا والخدمه جميله,عمل رقي جدا خدم جمل
23,االمنتج خرب بسرعة جودة خاايسة,negative,االمنتج خرب بسرعه جوده خاايسه,نتج خرب سرع جود خايس
148,االااكل طيب مررررة ممتااز واالسعر معقول,positive,االااكل طيب مره ممتااز واالسعر معقول,اكل طيب مره ممتااز سعر عقل
71,المنتج خرب بسرعة جودة زفت,negative,المنتج خرب بسرعه جوده زفت,نتج خرب سرع جود زفت
387,ما عندي كلام اقوله غير حلوة,positive,ما عندي كلام اقوله غير حلوه,ما عند كلم اقل غير حله
92,المنتج طيبة نفس الوصف بالضبط,positive,المنتج طيبه نفس الوصف بالضبط,نتج طيب نفس وصف ضبط
81,انصحكم فيه المكان جميل بزاف,positive,انصحكم فيه المكان جميل بزاف,نصح فيه كان جمل بزف
140,خدمة العملاء فاشلة لا يردون,negative,خدمه العملاء فاشله لا يردون,خدم عملاء فشل لا يرد
471,الله يعطيهم العافية خدمتهم جميلة,positive,الله يعطيهم العافيه خدمتهم جميله,الل يعط عفي خدم جمل
481,زرت المكان امس والحمد لله كان حلو,positive,زرت المكان امس والحمد لله كان حلو,زرت كان امس حمد لله كان حلو
337,المنتج خايسة ما يستاهل فلوسه,negative,المنتج خايسه ما يستاهل فلوسه,نتج خيس ما تهل فلس
242,ما شاء الله الخدمة رائعة والطاقم محترم جدا,positive,ما شاء الله الخدمه رائعه والطاقم محترم جدا,ما شاء الل خدم رئع طقم حرم جدا
352,المنتج خرب بسرعة جودة مو حلو,negative,المنتج خرب بسرعه جوده مو حلو,نتج خرب سرع جود مو حلو
49,زرت المكان امس والحمد لله كان حلوة,positive,زرت المكان امس والحمد لله كان حلوه,زرت كان امس حمد لله كان حله
201,اسوا تجربة الخدمة تعبان,negative,اسوا تجربه الخدمه تعبان,اسا جرب خدم تعب
122,توصيل ردي وصل متاخر جدا,negative,توصيل ردي وصل متاخر جدا,وصل ردي وصل تخر جدا
140,ما شاء الله الخدمة تمام والطاقم محترم جدا,positive,ما شاء الله الخدمه تمام والطاقم محترم جدا,ما شاء الل خدم تمم طقم حرم جدا
2,خدمة العملاء ممتاز والتوصيل سريع,positive,خدمه العملاء ممتاز والتوصيل سريع,خدم عملاء متز وصل سرع
371,المكان سيئة والاسعار غالية بزاف,negative,المكان سيئه والاسعار غاليه بزاف,كان سيئ سعر غلي بزف
195,ما شاء الله الخدمة خرافية والطاقم محترم جدا,positive,ما شاء الله الخدمه خرافيه والطاقم محترم جدا,ما شاء الل خدم خرف طقم حرم جدا
252,تعامل راقي وخدمة ممتازة,positive,تعامل راقي وخدمه ممتازه,عمل رقي خدم متز
273,تعامل راقي جدااا والخدمة رائع,positive,تعامل راقي جدا والخدمه رائع,عمل رقي جدا خدم رئع
455,انصحكم فيه المكان طيب بزاف,positive,انصحكم فيه المكان طيب بزاف,نصح فيه كان طيب بزف
425,تعامل راقي جدااا والخدمة جميل,positive,تعامل راقي جدا والخدمه جميل,عمل رقي جدا خدم جمل
41,الله يعطيهم العافية خدمتهم اسطوري,positive,الله يعطيهم العافيه خدمتهم اسطوري,الل يعط عفي خدم سطر
372,المنتج مو حلو غير الصور,negative,المنتج مو حلو غير الصور,نتج مو حلو غير صور
152,زرت المكان امس والحمد لله كان رائع,positive,زرت المكان امس والحمد لله كان رائع,زرت كان امس حمد لله كان رئع
171,تعامل راقي وخدمة جميلة,positive,تعامل راقي وخدمه جميله,عمل رقي خدم جمل
116,تاخير كبير والتعامل تعبان,negative,تاخير كبير والتعامل تعبان,اخر كبر عمل تعب
25,المنتج سيئة ما يستاهل فلوسه,negative,المنتج سيئه ما يستاهل فلوسه,نتج سيئ ما تهل فلس
332,زرت االمكاان اامس واالحمد لله كاان راائعة,positive,زرت االمكاان اامس واالحمد لله كاان راائعه,زرت الم امس حمد لله كان راع
